Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
158,Taj Gibson\gibsota01,PF,35,NYK,12,0,15.1,1.5,2.6,0.581,0.2,0.6,0.286,1.3,2,0.667,0.613,0.6,1,0.583,1.5,2.8,4.3,0.5,0.4,0.3,0.6,1.9,3.8
159,Harry Giles\gilesha01,C,22,POR,22,0,11.8,1.2,2.8,0.419,0.1,0.4,0.375,1,2.5,0.426,0.444,0.6,0.8,0.722,1.1,3.8,4.9,0.9,0.2,0.4,0.7,2,3.1
160,Shai Gilgeous-Alexander\gilgesh01,SG,22,OKC,30,30,34,8,15.6,0.511,2,4.9,0.412,5.9,10.7,0.556,0.576,5.3,6.6,0.794,0.6,4.5,5.1,6.2,0.8,0.7,2.9,2,23.2
161,Anthony Gill\gillan01,PF,28,WAS,12,1,5.6,0.3,0.8,0.3,0.1,0.6,0.143,0.2,0.3,0.667,0.35,0.3,0.3,0.75,0.3,1.3,1.6,0.3,0.3,0.2,0.3,0.3,0.8
162,Rudy Gobert\goberru01,C,28,UTA,36,36,30.7,5.4,8.5,0.641,0,0,0,5.4,8.5,0.643,0.641,3.3,5.5,0.599,3.3,9.8,13.1,1.3,0.5,2.7,1.8,2.3,14.2
163,Brandon Goodwin\goodwbr01,PG,25,ATL,24,0,12,1.5,4.4,0.33,0.6,2.2,0.283,0.8,2.2,0.377,0.401,0.7,1,0.708,0.1,1,1.1,1.8,0.4,0,0.5,1,4.3
164,Aaron Gordon\gordoaa01,PF,25,ORL,19,19,29.1,4.8,11.2,0.427,1.6,4.4,0.369,3.2,6.8,0.465,0.5,2.6,4.2,0.613,1.7,5.5,7.2,4.2,0.7,0.8,2.8,2,13.8
165,Eric Gordon\gordoer01,SG,32,HOU,26,12,29.3,5.9,13.5,0.437,2.5,7.7,0.328,3.3,5.7,0.584,0.531,3.5,4.2,0.836,0.3,1.9,2.2,2.7,0.5,0.5,1.9,1.6,17.8
166,Devonte' Graham\grahade01,PG,25,CHO,25,25,32.8,4.4,12.4,0.352,2.8,8.1,0.347,1.6,4.3,0.361,0.465,2.2,2.8,0.775,0.6,2.4,3,5.7,1,0,1.4,1.5,13.7
167,Jerami Grant\grantje01,SF,26,DET,33,33,36.2,7.7,17.8,0.433,2.5,6.8,0.363,5.2,11,0.477,0.503,5.6,6.3,0.889,0.7,4.6,5.3,2.9,0.8,1.1,1.9,2.7,23.4
168,Danny Green\greenda02,SF,33,PHI,36,36,28.3,2.9,7.5,0.393,2.2,5.9,0.376,0.7,1.6,0.456,0.541,0.4,0.6,0.65,0.9,2.7,3.6,1.7,1.3,0.8,1.3,1.8,8.5
169,Draymond Green\greendr01,PF,30,GSW,31,31,29.6,2.2,5.6,0.391,0.5,1.9,0.237,1.7,3.7,0.47,0.431,0.9,1.2,0.711,0.7,5.3,6.1,8.6,1.4,0.7,2.7,3.2,5.7
170,JaMychal Green\greenja01,PF,30,DEN,25,4,20.5,3.2,7.2,0.444,1.6,3.8,0.427,1.6,3.4,0.464,0.558,1.1,1.3,0.844,1.6,4.4,6,1,0.6,0.3,1,2.7,9.1
171,Javonte Green\greenja02,SG,27,BOS,22,2,15,1.8,3.2,0.549,0.3,1,0.318,1.5,2.2,0.653,0.599,0.9,1.4,0.667,0.9,1.4,2.3,0.5,0.8,0.1,0.5,1.3,4.8
172,Jeff Green\greenje02,C,34,BRK,33,16,26.4,3.4,6.8,0.507,1.5,3.5,0.422,1.9,3.2,0.598,0.617,1.2,1.5,0.796,0.5,3.1,3.6,1.4,0.7,0.2,0.8,1.9,9.5
173,Josh Green\greenjo02,SG,20,DAL,17,5,12.5,1,2.1,0.472,0.1,0.7,0.167,0.9,1.4,0.625,0.5,0.4,0.6,0.545,0.7,1.6,2.3,0.6,0.2,0.1,0.6,0.9,2.5
174,Blake Griffin\griffbl01,PF,31,DET,20,20,31.3,4.1,11.1,0.365,2,6.2,0.315,2.1,4.9,0.429,0.453,2.2,3.1,0.71,0.4,4.9,5.2,3.9,0.7,0.1,1.6,2.1,12.3
175,Kyle Guy\guyky01,PG,23,SAC,14,0,8.2,1,3.1,0.318,0.4,1.7,0.25,0.6,1.4,0.4,0.386,0.5,0.6,0.875,0.2,0.8,1,1.1,0.3,0,0.2,0.6,2.9
176,Rui Hachimura\hachiru01,PF,22,WAS,27,27,30.1,4.5,9.9,0.457,0.8,2.6,0.304,3.7,7.3,0.51,0.496,2.7,3.5,0.758,1.1,4.4,5.4,1.7,0.7,0.1,1,2.3,12.5
177,Ashton Hagans\haganas01,PG,21,MIN,2,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0.5,0,0
178,Tyrese Haliburton\halibty01,PG,20,SAC,30,2,30.1,5.1,10.3,0.494,2.4,5.5,0.433,2.7,4.9,0.562,0.608,0.7,0.8,0.833,1,2.6,3.6,5.4,1.4,0.6,1.5,1.2,13.2
179,Josh Hall\halljo01,SF,20,OKC,7,0,7.3,0.6,2.6,0.222,0.1,1.1,0.125,0.4,1.4,0.3,0.25,0.4,1,0.429,0.1,1.1,1.3,1,0,0,0.6,1,1.7
180,R.J. Hampton\hamptrj01,PG,19,DEN,24,0,9.2,1,2.4,0.414,0.2,0.8,0.278,0.8,1.7,0.475,0.457,0.3,0.4,0.7,0.4,1.5,2,0.5,0.2,0.1,0.5,0.9,2.5
181,Tim Hardaway Jr.\hardati02,SG,28,DAL,33,17,29.5,5.8,13.2,0.438,2.9,7.6,0.385,2.8,5.5,0.511,0.55,2,2.5,0.802,0.4,2.8,3.2,1.7,0.6,0.2,0.9,1.5,16.4
182,James Harden\hardeja01,PG-SG,31,TOT,31,31,37.8,8.1,16.7,0.484,3.3,8.1,0.401,4.8,8.5,0.562,0.581,5.9,6.9,0.859,0.8,7,7.8,11.1,1.2,0.7,4.2,2.2,25.3
182,James Harden\hardeja01,SG,31,HOU,8,8,36.3,7.5,16.9,0.444,3.1,9,0.347,4.4,7.9,0.556,0.537,6.6,7.5,0.883,0.6,4.5,5.1,10.4,0.9,0.8,4.3,1.8,24.8
182,James Harden\hardeja01,PG,31,BRK,23,23,38.4,8.3,16.6,0.497,3.3,7.8,0.422,5,8.8,0.564,0.597,5.7,6.7,0.85,0.9,7.8,8.7,11.4,1.3,0.7,4.2,2.3,25.5
183,Maurice Harkless\harklma01,SF,27,MIA,10,3,10.9,0.4,1,0.4,0.4,0.8,0.5,0,0.2,0,0.6,0,0.2,0,0.1,0.8,0.9,0.7,0.2,0.3,0.2,1.2,1.2
184,Jared Harper\harpeja01,PG,23,NYK,2,0,2.5,0,0.5,0,0,0,,0,0.5,0,0,1,1,1,0,0,0,0,0,0,1,0,1
185,Montrezl Harrell\harremo01,C,27,LAL,37,1,24.1,5.6,9,0.626,0,0.2,0,5.6,8.9,0.637,0.626,2.5,3.3,0.756,2.4,4,6.4,1.1,0.6,0.7,1.1,2.1,13.8
186,Gary Harris\harriga01,SG,26,DEN,19,19,30.6,3.6,8.2,0.442,1.3,3.9,0.32,2.4,4.3,0.556,0.519,1.2,1.6,0.733,0.7,1.8,2.5,1.7,0.9,0.2,0.7,1.9,9.7
187,Jalen Harris\harrija01,SG,22,TOR,2,0,2,0,0,,0,0,,0,0,,,0,0,,0.5,0,0.5,0,0,0,0.5,1,0
188,Joe Harris\harrijo01,SF,29,BRK,37,33,30.9,5.4,10.2,0.53,3.4,6.7,0.506,2,3.5,0.577,0.697,0.6,0.8,0.7,0.5,3,3.5,1.8,0.5,0.2,0.8,2.2,14.8
189,Tobias Harris\harrito02,PF,28,PHI,31,31,34.4,7.8,15.2,0.513,1.6,4.1,0.402,6.1,11.1,0.554,0.567,3,3.4,0.887,1.2,6.4,7.6,3.4,0.8,0.8,1.9,2.1,20.2
190,Shaquille Harrison\harrish01,SG,27,UTA,17,0,3.3,0.4,1.2,0.3,0,0.1,0,0.4,1.1,0.333,0.3,0.3,0.4,0.833,0.2,0.4,0.5,0.5,0.1,0,0.3,0.2,1
191,Josh Hart\hartjo01,SF,25,NOP,36,3,28.7,3.2,7.1,0.447,1.4,4.1,0.333,1.8,3,0.602,0.543,1.5,1.9,0.757,1.1,6.3,7.3,2.1,0.8,0.3,0.8,2.4,9.2
192,Isaiah Hartenstein\harteis01,C,22,DEN,26,0,9.3,1.5,2.9,0.513,0,0,,1.5,2.9,0.513,0.513,0.8,1.3,0.588,1.4,1.4,2.8,0.5,0.4,0.6,0.7,2,3.8
193,Jaxson Hayes\hayesja02,C,20,NOP,25,1,12.4,1.8,2.7,0.676,0,0,,1.8,2.7,0.676,0.676,0.8,1.2,0.655,1.2,2.3,3.6,0.4,0.4,0.5,0.6,1.8,4.4
194,Killian Hayes\hayeski01,PG,19,DET,7,7,21.1,1.9,6.7,0.277,0.7,2.9,0.25,1.1,3.9,0.296,0.33,0.1,0.3,0.5,0.1,1,1.1,3.6,0.3,0,2.4,2.1,4.6
195,Gordon Hayward\haywago01,SF,30,CHO,31,31,34.8,7.9,16.2,0.487,2.1,5.1,0.405,5.8,11.1,0.525,0.551,3.7,4.3,0.857,0.9,4.5,5.4,3.9,1.3,0.4,2,1.8,21.5
196,Juan Hernangómez\hernaju01,PF,25,MIN,17,6,15.9,2.1,5.3,0.4,0.9,3.1,0.302,1.2,2.2,0.541,0.489,0.8,1.1,0.684,0.8,3.6,4.4,0.6,0.4,0.1,0.4,0.8,5.9
197,Willy Hernangómez\hernawi01,C,26,NOP,20,2,18,3,5.5,0.545,0.1,0.3,0.2,3,5.3,0.562,0.55,1.2,1.8,0.667,2.7,4.3,7,1.3,0.4,0.5,0.6,1.4,7.3
198,Tyler Herro\herroty01,SG,21,MIA,25,14,32.7,6,13.8,0.438,2,5.8,0.347,4,8,0.502,0.51,1.8,2.3,0.772,0.4,5.3,5.7,3.6,0.6,0.4,2.4,1.6,15.8
199,Buddy Hield\hieldbu01,SG,28,SAC,36,36,34.8,5.5,14.1,0.391,3.9,10.3,0.378,1.6,3.8,0.423,0.529,1.5,1.8,0.844,0.3,4.2,4.5,3.2,0.8,0.3,1.8,2.7,16.4
200,George Hill\hillge01,PG,34,OKC,14,14,26.4,4.4,8.6,0.508,1.6,4.1,0.386,2.8,4.5,0.619,0.6,1.5,1.8,0.84,0.6,1.5,2.1,3.1,0.9,0.1,0.9,0.9,11.8
201,Solomon Hill\hillso01,PF,29,ATL,36,1,19.1,1.5,4.1,0.356,1,3.1,0.318,0.5,1.1,0.462,0.473,0.4,0.5,0.882,0.5,1.8,2.3,0.9,0.7,0.2,0.6,1.6,4.3
202,Nate Hinton\hintona01,SG,21,DAL,6,0,3.2,0.5,2.2,0.231,0.2,0.8,0.2,0.3,1.3,0.25,0.269,0.2,0.3,0.5,0,0,0,0,0.2,0.2,0.3,0.2,1.3
203,Aaron Holiday\holidaa01,PG,24,IND,35,6,19.1,2.7,7.3,0.371,1.1,3.1,0.352,1.6,4.2,0.385,0.445,0.8,1.1,0.725,0.2,1.1,1.3,1.8,0.6,0.1,0.8,1.8,7.3
204,Jrue Holiday\holidjr01,PG,30,MIL,26,23,31,6.1,12.5,0.491,1.7,4.7,0.364,4.4,7.8,0.567,0.559,1.4,1.8,0.766,1.2,3.2,4.3,5.1,1.8,0.5,1.6,1.7,15.3
205,Justin Holiday\holidju01,SG,31,IND,35,26,32.3,4,8.7,0.459,2.5,6.1,0.414,1.4,2.5,0.568,0.606,1.2,1.4,0.82,0.6,3.3,4,1.7,1.2,0.4,0.8,2.2,11.7
206,Richaun Holmes\holmeri01,C,27,SAC,32,32,29.4,5.6,8.6,0.651,0,0.2,0.167,5.6,8.4,0.662,0.653,1.8,2.3,0.806,2.5,5.8,8.3,1.7,0.7,1.5,1.3,4,13
207,Rodney Hood\hoodro01,SF,28,POR,30,5,19.2,2.1,5.6,0.369,0.7,2.2,0.299,1.4,3.4,0.416,0.429,0.2,0.3,0.625,0.3,1.4,1.7,1.1,0.6,0.1,0.8,1.4,5
208,Al Horford\horfoal01,C,34,OKC,24,24,28.2,5.8,13,0.442,2,5.5,0.356,3.8,7.5,0.506,0.518,0.6,0.8,0.778,1,5.7,6.7,3.5,0.9,0.9,1.1,1.8,14
209,Talen Horton-Tucker\hortota01,SG,20,LAL,33,1,17.5,2.8,6.5,0.441,0.5,1.9,0.286,2.3,4.5,0.507,0.484,1,1.2,0.821,0.3,2.1,2.4,2,0.8,0.6,1.3,2.1,7.2
210,Danuel House\houseda01,SF,27,HOU,22,12,27.4,3.1,8.4,0.375,1.5,5,0.312,1.6,3.4,0.467,0.467,1.3,1.7,0.757,0.7,3.2,4,1.9,0.6,0.5,1,2,9.1
211,Dwight Howard\howardw01,C,35,PHI,36,4,15.9,2.3,3.8,0.587,0.1,0.3,0.364,2.1,3.5,0.606,0.601,1.5,2.8,0.53,2.5,4.8,7.3,0.8,0.4,0.9,1.7,2.9,6.1
212,Markus Howard\howarma02,SG,21,DEN,17,0,3.2,0.4,1.8,0.194,0.2,1.3,0.136,0.2,0.5,0.333,0.242,0.1,0.1,0.5,0,0.3,0.3,0.4,0.1,0,0.2,0.4,0.9
213,Kevin Huerter\huertke01,SG,22,ATL,36,25,32.1,4.6,10.8,0.426,2.1,5.9,0.365,2.4,4.9,0.5,0.526,0.8,0.9,0.824,0.7,2.9,3.6,3.7,1.3,0.2,1.3,2.4,12.1
214,Elijah Hughes\hugheel01,SF,22,UTA,6,0,4.5,0.8,2.5,0.333,0.5,1.7,0.3,0.3,0.8,0.4,0.433,0.5,0.7,0.75,0,0.7,0.7,0.5,0.2,0.2,0.7,0,2.7
215,De'Andre Hunter\huntede01,SF,23,ATL,18,18,32.2,6,11.7,0.514,1.7,4.6,0.366,4.3,7.1,0.609,0.586,3.6,4.1,0.877,0.9,4.5,5.4,2.2,0.9,0.5,1.4,2.6,17.2
216,Chandler Hutchison\hutchch01,SF,24,CHI,7,0,9.1,0.7,2.6,0.278,0.1,0.4,0.333,0.6,2.1,0.267,0.306,0.3,0.3,1,0.1,2.7,2.9,0.6,0.1,0,0.7,1.3,1.9
217,Serge Ibaka\ibakase01,C,31,LAC,37,37,24,4.6,9,0.508,1,2.8,0.356,3.6,6.2,0.576,0.563,1,1.2,0.818,1.7,5,6.6,1.8,0.2,1.2,1.1,2,11.1
218,Andre Iguodala\iguodan01,SF,37,MIA,34,2,21.6,1.7,4.3,0.388,1.1,3.3,0.339,0.6,1,0.543,0.517,0.4,0.7,0.56,0.6,3.1,3.7,2.3,1.1,0.5,1.1,1.5,4.9
219,Joe Ingles\inglejo01,SF,33,UTA,32,9,26.4,4,7.7,0.522,2.5,5.3,0.465,1.5,2.3,0.653,0.684,1.1,1.2,0.895,0.4,2.9,3.3,4.4,0.5,0.3,1.6,1.8,11.5
220,Brandon Ingram\ingrabr01,SF,23,NOP,36,36,34.9,8.5,18,0.472,2.4,6.2,0.379,6.1,11.8,0.521,0.538,4.6,5.1,0.886,0.6,4.5,5.1,4.8,0.7,0.8,2.3,2,23.9
221,Kyrie Irving\irvinky01,PG,28,BRK,26,26,35.5,10.3,20.3,0.51,2.9,7.1,0.411,7.4,13.2,0.564,0.583,3.6,4.1,0.887,1.2,3.6,4.8,6,1.1,0.6,2.3,2.8,27.2
222,Wesley Iwundu\iwundwe01,SF,26,DAL,20,3,12.3,0.7,2.4,0.298,0.2,1.2,0.13,0.6,1.2,0.458,0.33,0.5,0.6,0.818,0.3,1.5,1.8,0.4,0.4,0.2,0.3,1,2
223,Frank Jackson\jacksfr01,PG,22,DET,9,0,6,0.7,2.4,0.273,0.4,1.4,0.308,0.2,1,0.222,0.364,0,0,,0,0.9,0.9,1.1,0.1,0,0.4,0.6,1.8
224,Josh Jackson\jacksjo02,SG,23,DET,32,6,24.9,4.8,11.3,0.425,1.3,4.4,0.291,3.5,6.9,0.511,0.482,2.6,3.8,0.694,1.1,3.3,4.4,1.9,0.9,0.9,2.3,2.9,13.5
225,Justin Jackson\jacksju01,SF,25,OKC,25,2,16.2,2.4,6,0.409,0.9,3.2,0.291,1.5,2.8,0.543,0.487,0.6,0.8,0.8,0.4,1.9,2.3,1.5,0.4,0,1,1,6.4
226,Reggie Jackson\jacksre01,SG,30,LAC,35,16,20.3,3.3,7.1,0.456,1.3,3.3,0.4,1.9,3.9,0.504,0.548,0.9,1.2,0.756,0.4,2.2,2.6,2.9,0.6,0.1,1,1.9,8.7
227,Justin James\jamesju01,SF,24,SAC,13,0,5.3,0.7,1.8,0.391,0.2,0.7,0.222,0.5,1.1,0.5,0.435,0.2,0.6,0.25,0.2,0.5,0.7,0.4,0.2,0.1,0.2,0.2,1.7
228,LeBron James\jamesle01,PG,36,LAL,36,36,34.6,9.7,19.1,0.509,2.4,6.7,0.358,7.3,12.4,0.591,0.572,4,5.8,0.692,0.6,7.4,8,7.8,1.1,0.6,3.8,1.6,25.8
229,DaQuan Jeffries\jeffrda01,SG,23,SAC,12,2,15.8,1.8,4.3,0.423,0.7,2,0.333,1.2,2.3,0.5,0.5,0.5,0.6,0.857,0.6,1.2,1.8,0.3,0.4,0.3,0.4,1.4,4.8
230,Ty Jerome\jeromty01,SG,23,OKC,4,0,25,3.8,7.5,0.5,1.8,4.8,0.368,2,2.8,0.727,0.617,0,0,,0.8,2,2.8,3.3,0.8,0,0.5,3.5,9.3
231,Isaiah Joe\joeis01,SG,21,PHI,20,1,12,1.5,4,0.367,1.2,3,0.383,0.3,1,0.316,0.513,0.3,0.3,1,0.3,0.9,1.2,0.8,0.4,0.2,0.3,1.1,4.3
232,Cameron Johnson\johnsca02,PF,24,PHO,34,9,24.2,3.7,8.4,0.437,2.1,5.7,0.378,1.5,2.7,0.559,0.565,0.9,1.1,0.865,0.6,2.8,3.4,1.4,0.6,0.3,0.8,1.4,10.4
233,James Johnson\johnsja01,PF,33,DAL,27,1,17.9,2.4,5.2,0.464,0.6,2.1,0.259,1.9,3,0.61,0.518,0.5,1,0.538,0.4,2.6,3.1,1.7,0.9,0.8,1,2,5.9
234,Keldon Johnson\johnske04,SF,21,SAS,29,27,29.1,5.2,11,0.472,1,3,0.326,4.2,8.1,0.526,0.516,2.7,3.5,0.782,1.6,5,6.7,2.2,0.8,0.5,1.4,2.3,14.1
235,Stanley Johnson\johnsst04,PF,24,TOR,32,2,13.8,1,2.5,0.392,0.6,1.6,0.4,0.3,0.9,0.379,0.519,0.3,0.4,0.786,0.5,1.7,2.2,1.3,0.8,0.3,0.7,1.5,2.9
236,Tyler Johnson\johnsty01,SG,28,BRK,18,1,13.9,1.6,4,0.389,1.2,2.8,0.412,0.4,1.2,0.333,0.535,0.4,0.4,1,0.2,1.5,1.7,0.9,0.3,0,0.3,0.7,4.7
237,Nikola Jokić\jokicni01,C,25,DEN,36,36,35.9,10.5,18.6,0.567,1.6,3.7,0.418,9,14.8,0.605,0.609,4.5,5.1,0.881,2.8,8.2,11,8.6,1.6,0.6,3.2,3,27.1
238,Damian Jones\jonesda03,C,25,TOT,17,1,7.4,0.8,1.2,0.619,0,0.1,0,0.8,1.2,0.65,0.619,0.5,0.8,0.615,0.5,0.8,1.4,0.2,0.1,0.5,0.4,1.5,2
238,Damian Jones\jonesda03,C,25,PHO,14,0,6.7,0.6,1.1,0.5,0,0.1,0,0.6,1.1,0.533,0.5,0.4,0.8,0.545,0.5,0.8,1.3,0.3,0.1,0.4,0.4,1.4,1.6
238,Damian Jones\jonesda03,C,25,LAL,3,1,10.3,1.7,1.7,1,0,0,,1.7,1.7,1,1,0.7,0.7,1,0.7,1,1.7,0,0,1.3,0,2,4
239,Derrick Jones Jr.\jonesde02,SF,23,POR,31,30,27,3,5.9,0.505,0.8,2.5,0.333,2.1,3.4,0.635,0.577,1.3,2,0.645,1.9,2.9,4.8,0.9,0.8,1.1,0.7,2.4,8.1
240,Mason Jones\jonesma05,SG,22,HOU,22,1,11.1,1.7,4,0.437,0.8,2.2,0.367,0.9,1.7,0.526,0.54,1.3,2,0.651,0.2,1.9,2.1,1.3,0.3,0,1.2,1,5.5
241,Tre Jones\jonestr01,PG,21,SAS,12,0,3.6,0.8,1.3,0.6,0.1,0.1,1,0.7,1.2,0.571,0.633,0.4,0.4,1,0.3,0,0.3,0.3,0,0,0.3,0.3,2
242,Tyus Jones\jonesty01,PG,24,MEM,32,8,21.6,3.5,7.8,0.442,0.8,2.7,0.294,2.7,5.2,0.518,0.492,0.5,0.6,0.85,0.5,2.1,2.5,4.6,1.3,0.1,0.9,0.4,8.3
243,DeAndre Jordan\jordade01,C,32,BRK,35,26,22.8,3.3,4.3,0.762,0,0,0,3.3,4.3,0.767,0.762,0.8,1.6,0.518,1.8,5.7,7.5,1.9,0.3,1.5,1.7,2.2,7.4
244,Cory Joseph\josepco01,PG,29,SAC,36,2,20.8,2.5,5.6,0.448,0.7,2.1,0.32,1.8,3.5,0.524,0.507,0.8,1,0.771,0.6,1.6,2.2,2.4,0.7,0.2,1,2.3,6.4
245,Mfiondu Kabengele\kabenmf01,PF,23,LAC,20,0,4.1,0.4,1.3,0.269,0.2,0.8,0.2,0.2,0.6,0.364,0.327,0.2,0.2,0.75,0.1,0.5,0.6,0.3,0.1,0.2,0.3,0.7,1
246,Frank Kaminsky\kaminfr01,C,27,PHO,27,11,15.9,2.9,6.1,0.467,1,2.3,0.419,1.9,3.8,0.495,0.545,0.6,1.1,0.586,0.8,3.1,3.9,1.7,0.3,0.4,0.5,1.4,7.3
247,Enes Kanter\kanteen01,C,28,POR,35,23,26.3,5.1,8.5,0.594,0,0,,5.1,8.5,0.594,0.594,1.8,2.4,0.75,4.2,7.7,11.9,1.1,0.5,0.7,1.2,2.7,11.9
248,Luke Kennard\kennalu01,SG,24,LAC,34,7,20.1,2.8,6,0.463,1.5,3.4,0.456,1.2,2.6,0.472,0.591,0.4,0.4,0.867,0.2,2.4,2.6,1.7,0.3,0.2,0.9,1.6,7.4
249,Maxi Kleber\klebima01,PF,29,DAL,22,16,25.9,2.2,5,0.44,1.7,3.7,0.451,0.5,1.2,0.407,0.61,1,1,0.957,0.9,4.5,5.3,1.4,0.5,0.9,0.5,2.3,7
250,Nathan Knight\knighna01,PF,23,ATL,10,0,5.8,0.9,2.3,0.391,0.3,0.9,0.333,0.6,1.4,0.429,0.457,0.7,0.8,0.875,0.8,0.7,1.5,0.1,0.2,0.3,0.5,0.7,2.8
251,Kevin Knox\knoxke01,SF,21,NYK,26,0,15.3,1.8,4.6,0.395,1.1,2.8,0.389,0.7,1.8,0.404,0.513,0.4,0.5,0.786,0.3,1.5,1.9,0.7,0.3,0.2,0.6,1.3,5.1
252,John Konchar\konchjo01,SG,24,MEM,19,0,16.2,1.5,3.5,0.424,0.4,1.2,0.304,1.1,2.3,0.488,0.477,0.8,0.9,0.889,0.9,2.6,3.6,1.2,0.9,0.3,0.4,1.4,4.2
253,Furkan Korkmaz\korkmfu01,SG,23,PHI,25,3,18.7,2.8,7.2,0.383,1.6,4.5,0.345,1.2,2.7,0.448,0.492,1,1.2,0.8,0.2,2.2,2.4,0.8,0.6,0.2,1,1.2,8
254,Luke Kornet\kornelu01,PF,25,CHI,10,0,8.3,0.9,2.6,0.346,0.6,2.2,0.273,0.3,0.4,0.75,0.462,0.2,0.2,1,0.1,1.4,1.5,0.4,0.2,0.6,0.1,0.1,2.6
255,Rodions Kurucs\kurucro01,SF-PF,22,TOT,16,0,5.7,0.4,1.5,0.25,0.2,1.1,0.176,0.2,0.4,0.429,0.313,0.1,0.1,0.5,0.1,0.8,0.9,0.4,0.4,0.3,0.6,0.5,1
255,Rodions Kurucs\kurucro01,PF,22,BRK,5,0,3.2,0.2,0.6,0.333,0.2,0.4,0.5,0,0.2,0,0.5,0,0,,0,0.6,0.6,0.4,0,0,0,0.2,0.6
255,Rodions Kurucs\kurucro01,SF,22,HOU,11,0,6.8,0.5,1.9,0.238,0.2,1.4,0.133,0.3,0.5,0.5,0.286,0.1,0.2,0.5,0.2,0.8,1,0.4,0.5,0.4,0.8,0.6,1.2
256,Kyle Kuzma\kuzmaky01,SF,25,LAL,36,11,25.9,4.5,10.1,0.444,1.8,4.9,0.365,2.7,5.2,0.519,0.533,0.7,1.1,0.632,2.1,4.6,6.7,1.1,0.4,0.6,1.5,1.8,11.5
257,Jeremy Lamb\lambje01,SG,28,IND,21,8,23.1,3.7,7.9,0.473,1.6,3.6,0.447,2.1,4.2,0.494,0.576,2.3,2.4,0.941,0.7,3,3.7,1.6,0.9,0.5,0.8,2.1,11.3
258,Zach LaVine\lavinza01,SG,25,CHI,34,34,35.6,10.3,19.6,0.525,3.5,8.1,0.435,6.8,11.5,0.588,0.615,4.6,5.4,0.857,0.7,4.5,5.2,5.1,1.1,0.4,3.9,2.6,28.7
259,Jake Layman\laymaja01,SF,26,MIN,24,4,15.5,2.5,4.8,0.513,0.6,2,0.319,1.8,2.8,0.647,0.578,0.9,1.1,0.778,0.3,1.3,1.5,0.7,0.8,0.5,0.7,1.1,6.4
260,Jalen Lecque\lecquja01,PG,20,IND,3,0,3,0.3,1.3,0.25,0,0.3,0,0.3,1,0.333,0.25,1,1,1,0.3,1,1.3,0.7,0,0,0,0,1.7
261,Damion Lee\leeda03,SG,28,GSW,37,1,19.2,2.1,4.8,0.446,1.4,3.7,0.377,0.7,1.1,0.692,0.593,0.8,0.8,0.903,0.4,3,3.4,1.4,0.7,0.1,0.5,1.5,6.4
262,Saben Lee\leesa01,PG,21,DET,15,0,15.9,2.5,4.7,0.543,0.3,0.4,0.667,2.3,4.3,0.531,0.571,1.7,2.6,0.667,0.4,1.1,1.5,2.3,0.7,0.3,0.9,1.7,7.1
263,Alex Len\lenal01,C,27,TOT,26,6,13.5,2.1,3.3,0.628,0.2,0.8,0.3,1.8,2.5,0.727,0.663,0.9,1.6,0.571,0.7,2.4,3.1,0.9,0.3,1.2,1,1.8,5.3
263,Alex Len\lenal01,C,27,TOR,7,2,10.9,0.7,1.4,0.5,0.4,0.9,0.5,0.3,0.6,0.5,0.65,0.4,0.9,0.5,0,1.6,1.6,0.4,0.1,0.9,1.1,1.4,2.3
263,Alex Len\lenal01,C,27,WAS,19,4,14.5,2.6,4,0.645,0.2,0.7,0.214,2.4,3.3,0.742,0.664,1.1,1.9,0.583,1,2.7,3.7,1.1,0.4,1.4,0.9,1.9,6.4
264,Kawhi Leonard\leonaka01,SF,29,LAC,30,30,34.6,9.6,18.7,0.511,2,5.2,0.387,7.6,13.6,0.558,0.564,5.5,6.3,0.873,0.9,5.3,6.3,4.9,1.5,0.5,1.9,1.6,26.6
265,Meyers Leonard\leoname01,C,28,MIA,3,2,9.7,1,2.3,0.429,1,2.3,0.429,0,0,,0.643,0.3,0.7,0.5,0,2.3,2.3,0.7,0,0,0.7,1.7,3.3
266,Caris LeVert\leverca01,SG,26,BRK,12,4,27.8,7.3,16.7,0.435,1.8,5.3,0.349,5.4,11.4,0.474,0.49,2.2,2.8,0.765,0.8,3.5,4.3,6,1.1,0.5,2.2,1.7,18.5
267,Kira Lewis Jr.\lewiski01,PG,19,NOP,21,0,13,2,5.1,0.389,0.6,1.9,0.333,1.4,3.3,0.42,0.449,0.6,1,0.65,0.1,0.7,0.8,1.8,0.6,0,0.4,1.2,5.2
268,Damian Lillard\lillada01,PG,30,POR,34,34,36,9.3,20.8,0.445,4.3,11.2,0.384,5,9.6,0.515,0.548,7,7.5,0.933,0.4,3.8,4.3,8,1,0.3,3.3,1.6,29.8
269,Nassir Little\littlna01,PF,20,POR,20,2,12,1.7,3.5,0.471,0.9,1.9,0.459,0.8,1.7,0.485,0.593,1.1,1.3,0.88,0.7,1.6,2.3,0.4,0.2,0.3,0.5,1.1,5.3
